customerID,TransactionDate,Amount,PaymentMethod
CUST00112,2023-05-07,36.3,Bank Transfer
CUST00372,2023-06-05,49.97,Credit Card
CUST02346,2023-06-29,108.08,Mailed Check
CUST01696,2023-03-28,15.03,Electronic Check
CUST01042,2023-11-20,118.67,Credit Card
CUST00775,2023-09-24,53.78,Mailed Check
CUST00670,2023-03-23,77.57,Credit Card
CUST00010,2023-03-05,4.99,Mailed Check
CUST00007,2023-04-29,87.19,Credit Card
CUST01573,2023-12-07,22.33,Bank Transfer
CUST01396,2023-11-09,98.16,Bank Transfer
CUST00460,2023-06-12,42.7,Bank Transfer
CUST02302,2023-10-20,19.26,Bank Transfer
CUST02633,2023-06-27,183.15,Electronic Check
CUST01351,2023-01-30,86.91,Bank Transfer
CUST00361,2023-06-10,254.79,Credit Card
CUST01397,2023-01-03,27.2,Electronic Check
CUST00787,2023-01-24,62.86,Credit Card
CUST00208,2023-02-28,56.74,Mailed Check
CUST00266,2023-08-25,69.8,Bank Transfer
CUST00655,2023-08-28,2.34,Credit Card
CUST00996,2023-11-07,20.69,Credit Card
CUST00553,2023-11-17,144.04,Credit Card
CUST02783,2023-06-09,33.08,Mailed Check
CUST01529,2023-03-01,194.11,Mailed Check
CUST01587,2023-08-28,14.41,Mailed Check
CUST00420,2023-11-18,357.69,Credit Card
CUST02355,2023-02-28,71.76,Mailed Check
CUST02184,2023-02-22,89.87,Bank Transfer
CUST01442,2023-03-05,30.34,Mailed Check
CUST02242,2023-05-01,142.51,Mailed Check
CUST01118,2023-04-29,47.31,Credit Card
CUST01513,2023-10-13,68.54,Credit Card
CUST01926,2023-01-18,5.98,Credit Card
CUST01048,2023-01-05,59.93,Credit Card
CUST01255,2023-11-21,126.76,Bank Transfer
CUST02653,2023-06-09,11.78,Credit Card
CUST02909,2023-05-22,80.3,Electronic Check
CUST00220,2023-01-18,1.54,Electronic Check
CUST02344,2023-03-09,156.39,Credit Card
CUST01226,2023-04-24,244.18,Credit Card
CUST01971,2023-01-22,26.23,Bank Transfer
CUST00342,2023-01-20,6.8,Electronic Check
CUST00592,2023-09-20,64.48,Mailed Check
CUST01228,2023-04-08,1.82,Bank Transfer
CUST01984,2023-04-15,39.52,Mailed Check
CUST00891,2023-10-13,19.03,Credit Card
CUST02124,2023-01-05,38.47,Electronic Check
CUST01573,2023-05-09,1.11,Mailed Check
CUST00706,2023-06-08,3.18,Electronic Check
CUST01999,2023-09-08,0.97,Mailed Check
CUST01065,2023-10-03,57.92,Bank Transfer
CUST01205,2023-03-24,49.27,Credit Card
CUST00756,2023-11-16,15.93,Electronic Check
CUST01218,2023-04-28,62.42,Bank Transfer
CUST02637,2023-01-29,129.36,Electronic Check
CUST01855,2023-12-24,19.49,Mailed Check
CUST01999,2023-05-18,107.03,Mailed Check
CUST02435,2023-06-06,65.17,Credit Card
CUST02974,2023-01-31,2.06,Mailed Check
CUST02684,2023-11-27,28.21,Credit Card
CUST02188,2023-10-13,42.53,Credit Card
CUST01344,2023-06-02,78.94,Bank Transfer
CUST00447,2023-12-02,20.31,Credit Card
CUST01816,2023-02-27,243.53,Bank Transfer
CUST02340,2023-11-09,69.22,Electronic Check
CUST01777,2023-03-28,27.99,Mailed Check
CUST02762,2023-05-03,6.12,Mailed Check
CUST02504,2023-07-10,12.01,Mailed Check
CUST02939,2023-12-19,40.12,Credit Card
CUST00838,2023-10-20,40.96,Bank Transfer
CUST02701,2023-11-10,87.59,Bank Transfer
CUST01629,2023-01-28,77.72,Bank Transfer
CUST00663,2023-06-04,13.48,Credit Card
CUST00764,2023-08-18,54.23,Mailed Check
CUST00175,2023-02-06,1.25,Mailed Check
CUST00509,2023-01-06,30.5,Bank Transfer
CUST02752,2023-11-14,86.66,Credit Card
CUST01189,2023-08-13,30.6,Mailed Check
CUST00601,2023-02-02,108.33,Credit Card
CUST00837,2023-03-30,224.17,Electronic Check
CUST01001,2023-11-30,56.07,Electronic Check
CUST02098,2023-02-09,9.4,Credit Card
CUST02733,2023-06-18,28.65,Electronic Check
CUST02313,2023-10-25,0.57,Mailed Check
CUST01110,2023-01-18,55.39,Bank Transfer
CUST02653,2023-01-15,103.41,Credit Card
CUST02044,2023-05-12,59.65,Electronic Check
CUST00584,2023-10-17,92.53,Bank Transfer
CUST02386,2023-11-14,96.54,Mailed Check
CUST01095,2023-10-21,114.23,Mailed Check
CUST00373,2023-07-28,18.61,Credit Card
CUST00579,2023-11-23,123.0,Bank Transfer
CUST00516,2023-10-06,63.7,Mailed Check
CUST01261,2023-10-03,20.53,Credit Card
CUST00120,2023-11-05,261.94,Electronic Check
CUST01436,2023-10-04,179.96,Bank Transfer
CUST01746,2023-03-17,51.26,Mailed Check
CUST02884,2023-10-25,111.17,Electronic Check
CUST02617,2023-11-09,18.19,Bank Transfer
CUST00042,2023-12-13,32.28,Bank Transfer
CUST01527,2023-04-22,12.2,Bank Transfer
CUST02042,2023-09-23,44.05,Mailed Check
CUST02119,2023-03-13,41.11,Bank Transfer
CUST02138,2023-11-13,14.36,Electronic Check
CUST00490,2023-01-21,67.03,Mailed Check
CUST01849,2023-07-07,7.52,Bank Transfer
CUST00748,2023-05-01,3.82,Electronic Check
CUST00382,2023-12-08,29.16,Mailed Check
CUST00804,2023-05-21,31.64,Bank Transfer
CUST01489,2023-10-31,23.12,Credit Card
CUST01177,2023-07-23,17.9,Credit Card
CUST02217,2023-07-28,24.82,Bank Transfer
CUST01295,2023-01-09,10.7,Credit Card
CUST00917,2023-07-04,31.0,Mailed Check
CUST00150,2023-10-23,140.98,Bank Transfer
CUST00430,2023-11-28,15.25,Electronic Check
CUST02498,2023-07-20,69.21,Credit Card
CUST02690,2023-03-05,9.17,Bank Transfer
CUST02827,2023-12-16,26.21,Mailed Check
CUST02070,2023-11-22,23.24,Bank Transfer
CUST02414,2023-11-16,165.91,Electronic Check
CUST00650,2023-01-25,33.52,Electronic Check
CUST00819,2023-06-05,70.36,Bank Transfer
CUST02286,2023-08-09,55.35,Bank Transfer
CUST02481,2023-10-19,9.12,Bank Transfer
CUST02751,2023-05-19,168.35,Bank Transfer
CUST00941,2023-01-21,25.47,Mailed Check
CUST00540,2023-06-03,2.75,Bank Transfer
CUST02680,2023-03-09,21.44,Mailed Check
CUST02245,2023-02-10,24.54,Bank Transfer
CUST01709,2023-01-15,5.84,Mailed Check
CUST02529,2023-10-06,58.05,Electronic Check
CUST01202,2023-06-18,25.55,Credit Card
CUST00868,2023-05-14,59.51,Bank Transfer
CUST02570,2023-07-18,0.41,Bank Transfer
CUST00650,2023-08-26,241.2,Electronic Check
CUST00436,2023-04-22,11.22,Credit Card
CUST01788,2023-02-21,64.61,Electronic Check
CUST02904,2023-05-17,75.48,Electronic Check
CUST00313,2023-09-12,11.3,Bank Transfer
CUST00018,2023-04-25,7.11,Bank Transfer
CUST01183,2023-06-07,9.93,Electronic Check
CUST00817,2023-10-27,17.01,Bank Transfer
CUST00121,2023-09-21,11.05,Bank Transfer
CUST02119,2023-12-21,67.25,Bank Transfer
CUST01078,2023-11-03,32.77,Credit Card
CUST02507,2023-04-09,46.3,Credit Card
CUST00168,2023-05-01,2.91,Bank Transfer
CUST02629,2023-03-31,118.5,Electronic Check
CUST01172,2023-01-30,11.22,Credit Card
CUST00628,2023-08-18,26.79,Electronic Check
CUST00025,2023-05-19,4.48,Mailed Check
CUST01271,2023-09-11,8.83,Mailed Check
CUST02768,2023-01-31,65.76,Bank Transfer
CUST01946,2023-06-11,70.77,Electronic Check
CUST01729,2023-06-05,67.8,Electronic Check
CUST01856,2023-11-19,48.2,Mailed Check
CUST01033,2023-04-27,182.85,Credit Card
CUST01118,2023-07-10,42.46,Electronic Check
CUST02168,2023-06-25,35.81,Electronic Check
CUST00125,2023-01-05,17.06,Credit Card
CUST02596,2023-11-29,6.24,Bank Transfer
CUST01092,2023-01-12,47.66,Mailed Check
CUST02344,2023-02-28,22.69,Electronic Check
CUST00685,2023-11-17,44.54,Bank Transfer
CUST00972,2023-11-04,13.85,Bank Transfer
CUST00634,2023-10-26,109.27,Bank Transfer
CUST02429,2023-09-07,486.15,Credit Card
CUST02007,2023-12-05,23.35,Bank Transfer
CUST01050,2023-04-03,110.83,Electronic Check
CUST00704,2023-11-15,123.81,Bank Transfer
CUST02544,2023-04-21,332.4,Bank Transfer
CUST02899,2023-11-02,25.18,Bank Transfer
CUST00706,2023-10-22,84.65,Mailed Check
CUST01631,2023-12-02,15.59,Electronic Check
CUST02027,2023-01-17,58.82,Mailed Check
CUST02168,2023-08-08,73.21,Mailed Check
CUST02008,2023-10-26,81.08,Bank Transfer
CUST00625,2023-11-01,13.93,Bank Transfer
CUST00525,2023-01-05,113.32,Bank Transfer
CUST01597,2023-05-09,32.78,Credit Card
CUST01066,2023-11-19,14.63,Electronic Check
CUST01946,2023-04-22,46.92,Credit Card
CUST02799,2023-01-24,119.42,Electronic Check
CUST00095,2023-01-29,204.83,Bank Transfer
CUST02074,2023-05-12,82.75,Electronic Check
CUST00835,2023-02-13,0.34,Electronic Check
CUST01918,2023-11-17,8.68,Mailed Check
CUST01265,2023-07-26,4.76,Electronic Check
CUST02534,2023-08-04,6.4,Electronic Check
CUST01994,2023-09-01,28.98,Mailed Check
CUST00239,2023-01-31,24.79,Credit Card
CUST01327,2023-09-23,7.24,Electronic Check
CUST02114,2023-01-11,128.34,Credit Card
CUST01142,2023-03-23,57.34,Credit Card
CUST01415,2023-06-05,95.51,Bank Transfer
CUST02278,2023-06-15,27.87,Electronic Check
CUST02398,2023-07-27,31.68,Mailed Check
CUST00760,2023-01-24,22.93,Mailed Check
CUST01552,2023-10-22,34.62,Bank Transfer
CUST00862,2023-06-28,56.55,Mailed Check
CUST01155,2023-11-28,40.75,Electronic Check
CUST00356,2023-02-19,109.18,Credit Card
CUST01671,2023-01-07,138.24,Credit Card
CUST01328,2023-04-10,38.06,Mailed Check
CUST01029,2023-03-22,16.45,Mailed Check
CUST02376,2023-08-29,174.24,Mailed Check
CUST01991,2023-11-20,79.69,Credit Card
CUST02958,2023-06-30,61.32,Electronic Check
CUST02385,2023-10-20,82.09,Electronic Check
CUST00881,2023-03-24,4.74,Electronic Check
CUST00538,2023-02-23,4.2,Electronic Check
CUST00736,2023-03-31,9.97,Electronic Check
CUST01857,2023-07-22,9.57,Bank Transfer
CUST01530,2023-01-31,32.75,Mailed Check
CUST01769,2023-07-12,10.28,Electronic Check
CUST00442,2023-04-10,115.67,Bank Transfer
CUST00923,2023-12-15,51.78,Electronic Check
CUST02967,2023-03-30,27.56,Mailed Check
CUST02098,2023-05-03,4.33,Electronic Check
CUST02196,2023-02-16,53.65,Electronic Check
CUST01950,2023-05-26,7.43,Electronic Check
CUST01610,2023-01-03,81.57,Mailed Check
CUST01841,2023-01-18,97.4,Credit Card
CUST00367,2023-11-10,47.11,Mailed Check
CUST00579,2023-11-23,9.72,Credit Card
CUST01770,2023-03-22,92.75,Bank Transfer
CUST00655,2023-06-02,22.08,Bank Transfer
CUST02123,2023-11-04,15.11,Electronic Check
CUST00226,2023-10-26,38.16,Electronic Check
CUST00958,2023-03-08,153.56,Electronic Check
CUST00591,2023-03-30,21.18,Mailed Check
CUST00023,2023-05-15,141.6,Electronic Check
CUST01762,2023-07-21,3.31,Credit Card
CUST02075,2023-06-28,5.23,Bank Transfer
CUST02168,2023-12-05,71.95,Bank Transfer
CUST01513,2023-03-20,12.69,Bank Transfer
CUST00852,2023-03-26,22.84,Credit Card
CUST02671,2023-01-21,8.8,Electronic Check
CUST02937,2023-06-14,24.23,Credit Card
CUST01368,2023-01-28,19.75,Credit Card
CUST02022,2023-08-25,79.99,Mailed Check
CUST02078,2023-10-15,72.64,Mailed Check
CUST01678,2023-07-04,185.97,Bank Transfer
CUST02917,2023-11-06,77.33,Credit Card
CUST00049,2023-06-04,71.21,Bank Transfer
CUST02773,2023-05-03,71.09,Credit Card
CUST01915,2023-03-28,128.72,Bank Transfer
CUST02436,2023-07-21,21.08,Bank Transfer
CUST02991,2023-02-09,21.41,Electronic Check
CUST01804,2023-06-18,81.11,Bank Transfer
CUST01730,2023-03-11,15.58,Mailed Check
CUST01789,2023-10-07,145.84,Credit Card
CUST01014,2023-11-26,45.91,Bank Transfer
CUST02522,2023-12-20,21.41,Credit Card
CUST02803,2023-11-24,89.79,Bank Transfer
CUST02650,2023-01-27,22.47,Mailed Check
CUST02973,2023-12-11,198.26,Electronic Check
CUST01029,2023-05-11,244.43,Electronic Check
CUST02840,2023-10-04,65.94,Credit Card
CUST00411,2023-10-22,7.24,Bank Transfer
CUST01981,2023-10-15,18.33,Mailed Check
CUST00661,2023-09-11,43.47,Credit Card
CUST01347,2023-03-26,114.41,Electronic Check
CUST01305,2023-01-09,12.27,Credit Card
CUST00190,2023-02-19,6.62,Credit Card
CUST02833,2023-01-01,4.64,Bank Transfer
CUST00584,2023-01-04,42.43,Mailed Check
CUST00958,2023-01-04,129.61,Electronic Check
CUST01853,2023-03-31,2.6,Electronic Check
CUST00499,2023-06-11,14.32,Mailed Check
CUST00579,2023-06-04,70.9,Bank Transfer
CUST00815,2023-01-15,104.87,Mailed Check
CUST01476,2023-12-31,98.83,Mailed Check
CUST01516,2023-02-01,92.25,Bank Transfer
CUST01669,2023-03-04,8.34,Bank Transfer
CUST02037,2023-12-30,30.37,Electronic Check
CUST01330,2023-04-18,250.97,Electronic Check
CUST00779,2023-01-14,269.98,Bank Transfer
CUST02990,2023-01-23,55.34,Credit Card
CUST01149,2023-04-21,74.12,Electronic Check
CUST02312,2023-11-17,181.3,Bank Transfer
CUST00006,2023-06-09,35.86,Bank Transfer
CUST01436,2023-02-10,8.83,Credit Card
CUST00694,2023-10-09,66.33,Mailed Check
CUST00991,2023-10-31,193.29,Bank Transfer
CUST01466,2023-05-24,71.68,Credit Card
CUST01975,2023-10-15,97.57,Credit Card
CUST02965,2023-06-02,32.97,Electronic Check
CUST00747,2023-03-23,6.09,Bank Transfer
CUST00145,2023-12-31,11.1,Electronic Check
CUST02288,2023-08-14,243.27,Mailed Check
CUST00856,2023-06-01,40.78,Mailed Check
CUST00286,2023-09-16,0.73,Electronic Check
CUST00951,2023-11-14,186.56,Electronic Check
CUST00025,2023-03-20,41.32,Bank Transfer
CUST00451,2023-07-14,108.57,Bank Transfer
CUST02153,2023-08-11,47.71,Bank Transfer
CUST00239,2023-09-23,6.44,Mailed Check
CUST00331,2023-08-18,57.36,Electronic Check
CUST02959,2023-05-30,357.14,Credit Card
CUST01914,2023-05-16,2.12,Electronic Check
CUST01065,2023-05-03,110.63,Credit Card
CUST00644,2023-12-24,16.11,Bank Transfer
CUST01852,2023-04-20,30.04,Bank Transfer
CUST00034,2023-05-23,27.98,Electronic Check
CUST02923,2023-03-11,137.44,Credit Card
CUST02431,2023-02-23,42.13,Mailed Check
CUST00810,2023-11-28,35.56,Bank Transfer
CUST01311,2023-02-09,102.23,Bank Transfer
CUST02795,2023-07-16,3.01,Electronic Check
